Title: List of Funded Startups in San Francisco (2026)
San Francisco remains the epicenter of innovation and these freshly funded San Francisco startups are defining what’s next. 

From [AI](https://fundraiseinsider.com/blog/ai-startups/)and Web3 to [biotech](https://fundraiseinsider.com/blog/biotech-startups/), [SaaS](https://fundraiseinsider.com/blog/recently-funded-saas-startups/), and enterprise automation, San Francisco’s startups continue to attract some of the largest funding rounds in the world. These companies are scaling fast, hiring top talent, expanding into new markets, and actively looking for partners, platforms, and services to fuel their next phase of growth. 

At Fundraise Insider, we track every newly funded startup in San Francisco and deliver verified contact details for founders, C-suite executives, and decision makers so you can reach out before your competitors even know they raised. 

Below is a sample of recently funded startups based in San Francisco. 

Just after raising venture capital, startups in San Francisco will hire new employees, sign-on new agencies (marketing, software development, recruitment, legal, accounting, etc) and buy new SaaS software to help them grow their business. 

If you’re looking to sign-on new clients this year, pitch to these San Francisco startups right after they raise funding via the [B2B sales leads list](https://fundraiseinsider.com/)– **Fundraise Insider **, trusted by the likes of Google, Oracle, Brex, Plaid, Gartner, etc. 

> Pay Once, Get Lifetime Weekly Leads | Fundraise Insider

## Newly Funded San Francisco Startups

****Click here to download 10 leads from newly funded startups. ****

**Leads list includes: ***First Name, Last Name, Title, Company, Email, Linkedin Url, # Employees, Industry, Website, Company Linkedin Url, Facebook Url, Twitter Url, Company Phone, Technologies, Annual Revenue, Short Description, Founded Year, Top 5 Investors, Funding Amount, Headquarters, Funding Type, Funding Date. *

| Company | Industry | Website | Headquarters | Funding Type | 
| Juicebox | information technology & services | http://www.juicebox.ai | San Francisco, California, United States | Series A | 
| SolidCore.ai | computer & network security | http://www.solidcore.ai | Menlo Park, California, United States | Seed | 
| Fortera | mechanical or industrial engineering | http://www.forteraglobal.com | San Jose, California, United States | Venture - Series Unknown | 
| Obot AI | information technology & services | http://www.obot.ai | Cupertino, California, United States | Seed | 
| Greptile | information technology & services | http://www.greptile.com | San Francisco, California, United States | Series A | 
| Hello Divorce | legal services | http://www.hellodivorce.com | Alameda, California, United States | Venture - Series Unknown | 
| Telo Trucks | automotive | http://www.telotrucks.com | San Carlos, California, United States | Series A | 
| Track3D | information technology & services | http://www.track3d.ai | Milpitas, California, United States | Series A | 
| Relaw | information technology & services | http://www.relaw.ai | San Francisco, California, United States | Pre-Seed | 
| Smallest.ai | information technology & services | http://www.smallest.ai | San Francisco, California, United States | Seed | 
| Guepard | information technology & services | http://www.guepard.run | San Francisco, California, United States | Pre-Seed | 
| Until Labs | research | http://www.untillabs.com | San Francisco, California, United States | Series A | 
| AppZen | information technology & services | http://www.appzen.com | San Jose, California, United States | Series D | 
| Cardless | information technology & services | http://www.cardless.com | San Francisco, California, United States | Series C | 
| Empower Semiconductor | semiconductors | http://www.empowersemi.com | Milpitas, California, United States | Series D | 
| Distyl AI | information technology & services | http://www.distyl.ai | San Francisco, California, United States | Series B | 
| InCountry | information technology & services | http://www.incountry.com | San Francisco, California, United States | Venture - Series Unknown | 
| Akorn Technology | food production | http://www.akorn.tech | Berkeley, California, United States | Grant | 
| Hospitality.ai | information technology & services | http://www.hospitality.ai | San Francisco, California, United States | Seed | 
| EV Realty | logistics & supply chain | http://www.evrealtyus.com | San Francisco, California, United States | Private Equity | 
| Numeral | financial services | http://www.numeralhq.com | San Francisco, California, United States | Series B | 
| WeaveGrid | information technology & services | http://www.weavegrid.com | San Francisco, California, United States | Venture - Series Unknown | 
| Airbuds Widget | internet | http://www.airbuds.fm | San Francisco, California, United States | Seed | 
| Rec Technologies | information technology & services | http://www.rec.us | San Francisco, California, United States | Series A | 
| Groq | semiconductors | http://www.groq.com | Mountain View, California, United States | Series E | 
| Omni Design | semiconductors | http://www.omnidesigntech.com | Milpitas, California, United States | Series A | 
| Blacksmith | information technology & services | http://www.blacksmith.sh | San Francisco, California, United States | Series A | 
| Keplar | information technology & services | http://www.keplar.io | San Francisco, California, United States | Seed | 
| Atomicwork | information technology & services | http://www.atomicwork.com | San Francisco, California, United States | Venture - Series Unknown | 
| Invisible Technologies | information technology & services | http://www.invisibletech.ai | San Francisco, California, United States | Venture - Series Unknown | 
| Dualitas Therapeutics | research | http://www.dualitastx.com | San Francisco, California, United States | Series A | 
| Console | information technology & services | http://www.console.com | San Francisco, California, United States | Series A | 
| PayNearMe | financial services | http://www.paynearme.com | Santa Clara, California, United States | Series E | 
| CodeRabbit | information technology & services | http://www.coderabbit.ai | Walnut Creek, California, United States | Series B | 
| Sight Machine | information technology & services | http://www.sightmachine.com | San Francisco, California, United States | Venture - Series Unknown | 
| PostSig | information technology & services | http://www.postsig.com | San Francisco, California, United States | Seed | 
| Luminary Cloud | information technology & services | http://www.luminarycloud.com | San Mateo, California, United States | Series B | 
| Annie Aesthetic | health, wellness & fitness | http://www.annieaesthetic.com | San Francisco, California, United States | Series B | 
| Little Otter | mental health care | http://www.littleotterhealth.com | San Francisco, California, United States | Debt Financing | 
| MedSetGo | hospital & health care | http://www.medsetgo.ai | Fremont, California, United States | Seed | 
| Dyna Robotics | information technology & services | http://www.dynarobotics.ai | Redwood City, California, United States | Series A | 
| AtlasNova | information technology & services | http://www.atlasnova.ai | Cupertino, California, United States | Seed | 
| DianaHR | human resources | http://www.getdianahr.com | San Francisco, California, United States | Seed | 
| Hyperbound | information technology & services | http://www.hyperbound.ai | San Francisco, California, United States | Series A | 
| micro1 | information technology & services | http://www.micro1.ai | Palo Alto, California, United States | Series A | 
| Join | construction | http://www.join.build | Oakland, California, United States | Venture - Series Unknown | 
| Penguin Ai | information technology & services | http://www.penguinai.co | Palo Alto, California, United States | Series A | 
| Kiva | nonprofit organization management | http://www.kiva.org | San Francisco, California, United States | Grant | 
| PsiQuantum | computer hardware | http://www.psiquantum.com | Palo Alto, California, United States | Series E | 
| Procense.ai | information technology & services | http://www.procense.ai | San Francisco, California, United States | Seed | 
| Brain Co. | information technology & services | http://www.braincompany.ai | San Francisco, California, United States | Series A | 
| Standard Fleet | information technology & services | http://www.standardfleet.com | San Francisco, California, United States | Series A | 
| Clockwork Systems | information technology & services | http://www.clockwork.io | Palo Alto, California, United States | Venture - Series Unknown | 
| Hero Assistant | information technology & services | http://www.tryhero.app | San Francisco, California, United States | Seed | 
